ensembl_id,symbol
ENSG00000230960,LOC154449
ENSG00000211804,TRDV1
ENSG00000105996,HOXA2
ENSG00000258484,SPESP1
ENSG00000174130,TLR6
ENSG00000084070,SMAP2
ENSG00000219438,TAFA5
ENSG00000164483,SAMD3
ENSG00000172403,SYNPO2
ENSG00000231367,LINC02613
ENSG00000287620,LOC105377035
ENSG00000172954,LCLAT1
ENSG00000284640,LOC105378644
ENSG00000172000,ZNF556
ENSG00000231389,HLA-DPA1
ENSG00000142512,SIGLEC10
ENSG00000112494,UNC93A
ENSG00000170464,DNAJC18
ENSG00000211802,TRAV22
ENSG00000169427,KCNK9
ENSG00000154978,VOPP1
ENSG00000245498,MSANTD2-AS1
ENSG00000059378,PARP12
ENSG00000065621,GSTO2
ENSG00000140057,AK7
ENSG00000175544,CABP4
ENSG00000162817,C1orf115
ENSG00000155816,FMN2
ENSG00000078814,MYH7B
ENSG00000183695,MRGPRX2
ENSG00000147573,TRIM55
ENSG00000185559,DLK1
ENSG00000225697,SLC26A6
ENSG00000266850,RBBP8-AS1
ENSG00000141968,VAV1
ENSG00000182054,IDH2
ENSG00000120738,EGR1
ENSG00000090539,CHRD
ENSG00000125878,TCF15
ENSG00000254288,LOC105375903
ENSG00000265612,MIR4539
ENSG00000147434,CHRNA6
ENSG00000137878,GCOM1
ENSG00000163235,TGFA
ENSG00000163617,CCDC191
ENSG00000130812,ANGPTL6
ENSG00000158246,TENT5B
ENSG00000184840,TMED9
ENSG00000011590,ZBTB32
ENSG00000254855,KLC2-AS1
ENSG00000181619,GPR135
ENSG00000180767,CHST13
ENSG00000115541,HSPE1
ENSG00000109705,NKX3-2
ENSG00000164089,ETNPPL
ENSG00000126218,F10
ENSG00000260329,TMEM263-DT
ENSG00000260917,LOC103344931
ENSG00000113231,PDE8B
ENSG00000293137,MSL3B
ENSG00000226660,TRBV2
ENSG00000124721,DNAH8
ENSG00000179088,C12orf42
ENSG00000160867,FGFR4
ENSG00000183960,KCNH8
ENSG00000179938,GOLGA8J
ENSG00000267530,LINC01836
ENSG00000105695,MAG
ENSG00000141338,ABCA8
ENSG00000178163,ZNF518B
ENSG00000187627,RGPD1
ENSG00000226791,LINC02611
ENSG00000099901,RANBP1
ENSG00000166159,LRTM2
ENSG00000272970,LOC107986163
ENSG00000167972,ABCA3
ENSG00000180096,SEPTIN1
ENSG00000127561,SYNGR3
ENSG00000279833,CBX7-AS1
ENSG00000144401,METTL21A
ENSG00000144619,CNTN4
ENSG00000111331,OAS3
ENSG00000270959,LPP-AS2
ENSG00000146233,CYP39A1
ENSG00000198178,CLEC4C
ENSG00000131435,PDLIM4
ENSG00000160838,LRRC71
ENSG00000085662,AKR1B1
ENSG00000075884,ARHGAP15
ENSG00000109265,CRACD
ENSG00000159307,SCUBE1
ENSG00000233308,OSTN-AS1
ENSG00000116985,BMP8B
ENSG00000232859,LYRM9
ENSG00000169122,FAM110B
ENSG00000169429,CXCL8
ENSG00000241362,RPL36AP43
ENSG00000165379,LRFN5
ENSG00000027644,INSRR
ENSG00000225746,MEG8
ENSG00000109686,SH3D19
ENSG00000187605,TET3
ENSG00000185900,POMK
ENSG00000146938,NLGN4X
ENSG00000205413,SAMD9
ENSG00000105270,CLIP3
ENSG00000261210,CLEC19A
ENSG00000165443,PHYHIPL
ENSG00000104888,SLC17A7
ENSG00000188783,PRELP
ENSG00000237181,PRKAR1B-AS1
ENSG00000233079,LINC01755
ENSG00000070808,CAMK2A
ENSG00000158125,XDH
ENSG00000102034,ELF4
ENSG00000291141,EMBP1
ENSG00000177432,NAP1L5
ENSG00000188573,FBLL1
ENSG00000125347,IRF1
ENSG00000267023,LRRC37A16P
ENSG00000144642,RBMS3
ENSG00000256948,IQSEC3-AS2
ENSG00000170779,CDCA4
ENSG00000198216,CACNA1E
ENSG00000069188,SDK2
ENSG00000089820,ARHGAP4
ENSG00000118729,CASQ2
ENSG00000181143,MUC16
ENSG00000002745,WNT16
ENSG00000167261,DPEP2
ENSG00000117143,UAP1
ENSG00000198554,WDHD1
ENSG00000056558,TRAF1
ENSG00000180878,C11orf42
ENSG00000131504,DIAPH1
ENSG00000112902,SEMA5A
ENSG00000100379,KCTD17
ENSG00000258457,AJUBA-DT
ENSG00000222020,HDAC4-AS1
ENSG00000204583,LRCOL1
ENSG00000237541,HLA-DQA2
ENSG00000114670,NEK11
ENSG00000197561,ELANE
ENSG00000173207,CKS1B
ENSG00000290738,URAHP
ENSG00000070882,OSBPL3
ENSG00000109436,TBC1D9
ENSG00000184905,TCEAL2
ENSG00000167670,CHAF1A
ENSG00000244040,IL12A-AS1
ENSG00000180879,SSR4
ENSG00000181896,ZNF101
ENSG00000238198,LRIG2-DT
ENSG00000235576,LINC01871
ENSG00000230479,CLDN14-AS1
ENSG00000166448,TMEM130
ENSG00000261934,PCDHGA9
ENSG00000131153,GINS2
ENSG00000162897,FCAMR
ENSG00000196550,RUMY1
ENSG00000089127,OAS1
ENSG00000241360,PDXP
ENSG00000155754,CATSPERT
ENSG00000123496,IL13RA2
ENSG00000159496,RGL4
ENSG00000066855,MTFR1
ENSG00000169291,SHE
ENSG00000211750,TRBV24-1
ENSG00000157184,CPT2
ENSG00000170577,SIX2
ENSG00000136457,CHAD
ENSG00000080839,RBL1
ENSG00000186652,PRG2
ENSG00000236036,LINC00445
ENSG00000198774,RASSF9
ENSG00000104213,PDGFRL
ENSG00000231246,LINC02884
ENSG00000204860,FAM201A
ENSG00000214711,CAPN14
ENSG00000204625,HCG9
ENSG00000101194,SLC17A9
ENSG00000164619,BMPER
ENSG00000119888,EPCAM
ENSG00000196358,NTNG2
ENSG00000101935,AMMECR1
ENSG00000286125,ZIM2-AS1
ENSG00000271303,SRXN1
ENSG00000234511,C5orf58
ENSG00000211890,IGHA2
ENSG00000177994,CIMIP6
ENSG00000197780,TAF13
ENSG00000211445,GPX3
ENSG00000186204,CYP4F12
ENSG00000151135,TMEM263
ENSG00000174788,PCP2
ENSG00000137265,IRF4
ENSG00000118526,TCF21
ENSG00000285077,ARHGAP11B
ENSG00000125879,OTOR
ENSG00000153237,CCDC148
ENSG00000115850,LCT
ENSG00000117971,CHRNB4
ENSG00000235703,EOLA2-DT
ENSG00000267123,SCAT1
ENSG00000232869,TRBV29-1
ENSG00000170801,HTRA3
ENSG00000186827,TNFRSF4
ENSG00000181374,CCL13
ENSG00000172548,NIPAL4
ENSG00000127616,SMARCA4
ENSG00000053702,NRIP2
ENSG00000144395,CCDC150
ENSG00000059804,SLC2A3
ENSG00000130477,UNC13A
ENSG00000169241,SLC50A1
ENSG00000228793,LOC100507336
ENSG00000107186,MPDZ
ENSG00000255569,TRAV1-1
ENSG00000138606,SHF
ENSG00000171160,MORN4
ENSG00000265996,MIR3671
ENSG00000155099,PIP4P2
ENSG00000260230,FRRS1L
ENSG00000173762,CD7
ENSG00000078098,FAP
ENSG00000135406,PRPH
ENSG00000229619,MBNL1-AS1
ENSG00000079215,SLC1A3
ENSG00000223552,CCR5AS
ENSG00000148848,ADAM12
ENSG00000109943,CRTAM
ENSG00000178789,CD300LB
ENSG00000102245,CD40LG
ENSG00000134321,RSAD2
ENSG00000198901,PRC1
ENSG00000253368,TRNP1
ENSG00000177173,NAP1L4P1
ENSG00000069482,GAL
ENSG00000196569,LAMA2
ENSG00000235532,LINC00402
ENSG00000213430,HSPD1P1
ENSG00000143543,JTB
ENSG00000138709,LARP1B
ENSG00000206384,COL6A6
ENSG00000100583,SAMD15
ENSG00000072818,ACAP1
ENSG00000225731,PDE9A-AS1
ENSG00000116221,MRPL37
ENSG00000185031,SLC2A3P2
ENSG00000143839,REN
ENSG00000213585,VDAC1
ENSG00000167895,TMC8
ENSG00000186086,NBPF6
ENSG00000308044,LOC124903151
ENSG00000215784,RUMY4
ENSG00000124571,XPO5
ENSG00000224429,LINC00539
ENSG00000000938,FGR
ENSG00000262185,TRIDDENT
ENSG00000172296,SPTLC3
ENSG00000211598,IGKV4-1
ENSG00000131746,TNS4
ENSG00000185507,IRF7
ENSG00000090339,ICAM1
ENSG00000233725,NRAD1
ENSG00000156709,AIFM1
ENSG00000255435,TTC36-AS1
ENSG00000189238,LINC00943
ENSG00000173269,MMRN2
ENSG00000287315,LOC101927401
ENSG00000212807,OR2A42
ENSG00000146416,AIG1
ENSG00000241839,PLEKHO2
ENSG00000004799,PDK4
ENSG00000232653,GOLGA8N
ENSG00000232046,LINC01799
ENSG00000233907,LINC01761
ENSG00000108691,CCL2
ENSG00000091704,CPA1
ENSG00000162889,MAPKAPK2
ENSG00000211935,IGHV1-3
ENSG00000291049,FAM86B3P
ENSG00000182732,RGS6
ENSG00000134256,CD101
ENSG00000189134,NKAPL
ENSG00000121797,CCRL2
ENSG00000173950,XXYLT1
ENSG00000042832,TG
ENSG00000273604,EPOP
ENSG00000122224,LY9
ENSG00000265666,RARA-AS1
ENSG00000246228,CASC8
ENSG00000196230,TUBB
ENSG00000205517,RGL3
ENSG00000150637,CD226
ENSG00000115687,PASK
ENSG00000125869,LAMP5
ENSG00000255794,RMST
ENSG00000282556,LOC101927825
ENSG00000186439,TRDN
ENSG00000294563,LOC124902948
ENSG00000166482,MFAP4
ENSG00000226194,LINC02519
ENSG00000196096,SPAG16-DT
ENSG00000120436,GPR31
ENSG00000101251,SEL1L2
ENSG00000289516,LOC124903064
ENSG00000163491,NEK10
ENSG00000130518,IQCN
ENSG00000172830,SSH3
ENSG00000186766,FOXI2
ENSG00000101230,ISM1
ENSG00000302989,LINC02996
ENSG00000242866,STRC
ENSG00000187775,DNAH17
ENSG00000185610,DBX2
ENSG00000165181,SHOC1
ENSG00000188316,ENO4
ENSG00000111913,RIPOR2
ENSG00000214944,ARHGEF28
ENSG00000142178,SIK1
ENSG00000267254,ZNF790-AS1
ENSG00000187987,ZSCAN23
ENSG00000263740,RN7SL4P
ENSG00000254153,LINC02950
ENSG00000223865,HLA-DPB1
ENSG00000167207,NOD2
ENSG00000151468,CCDC3
ENSG00000263400,TMEM220-AS1
ENSG00000171016,PYGO1
ENSG00000133142,TCEAL4
ENSG00000129744,ART1
ENSG00000188620,HMX3
ENSG00000160401,CFAP157
ENSG00000153086,ACMSD
ENSG00000137691,CFAP300
ENSG00000152455,SUV39H2
ENSG00000260025,CRIM1-DT
ENSG00000099812,MISP
ENSG00000134853,PDGFRA
ENSG00000183508,TENT5C
ENSG00000232434,AJM1
ENSG00000135636,DYSF
ENSG00000183160,TMEM119
ENSG00000141194,OR4D1
ENSG00000144583,MARCHF4
ENSG00000100092,SH3BP1
ENSG00000137496,IL18BP
ENSG00000172322,CLEC12A
ENSG00000263503,MAPK8IP1P2
ENSG00000103852,TTC23
ENSG00000099622,CIRBP
ENSG00000184160,ADRA2C
ENSG00000249574,LOC442497
ENSG00000119514,GALNT12
ENSG00000117308,GALE
ENSG00000159189,C1QC
ENSG00000137310,TCF19
ENSG00000162851,TFB2M
ENSG00000073861,TBX21
ENSG00000211679,IGLC3
ENSG00000153956,CACNA2D1
ENSG00000246465,LOC124903670
ENSG00000143867,OSR1
ENSG00000151917,BEND6
ENSG00000180061,TMEM150B
ENSG00000250903,GMDS-DT
ENSG00000240038,AMY2B
ENSG00000134326,CMPK2
ENSG00000204815,ODAD4
ENSG00000143184,XCL1
ENSG00000238099,LINC01625
ENSG00000136327,NKX2-8
ENSG00000122986,HVCN1
ENSG00000228668,TRGV5P
ENSG00000233532,LINC00460
ENSG00000138074,SLC5A6
ENSG00000137976,DNASE2B
ENSG00000077984,CST7
ENSG00000114812,VIPR1
ENSG00000251442,LOC101928893
ENSG00000169435,RASSF6
ENSG00000189367,KIAA0408
ENSG00000285714,LOC124903185
ENSG00000226508,ROSSALIND
ENSG00000281392,LINC00506
ENSG00000162654,GBP4
ENSG00000246523,FZD4-DT
ENSG00000277972,CISD3
ENSG00000103546,SLC6A2
ENSG00000134851,TMEM165
ENSG00000211790,TRAV8-4
ENSG00000253978,TENM2-AS1
ENSG00000299260,LOC105370974
ENSG00000141337,ARSG
ENSG00000188536,HBA2
ENSG00000166510,CCDC68
ENSG00000172733,PURG
ENSG00000066248,NGEF
ENSG00000141431,ASXL3
ENSG00000224126,UBE2SP2
ENSG00000213300,HNRNPA3P6
ENSG00000283247,CCDC201
ENSG00000240065,PSMB9
ENSG00000260941,LINC00622
ENSG00000139985,ADAM21
ENSG00000214575,CPEB1
ENSG00000150893,FREM2
ENSG00000214128,TMEM213
ENSG00000152213,ARL11
ENSG00000186462,NAP1L2
ENSG00000205704,SMIM45
ENSG00000211637,IGLV4-69
ENSG00000086967,MYBPC2
ENSG00000268621,IGFL2-AS1
ENSG00000106633,GCK
ENSG00000131409,LRRC4B
ENSG00000276368,H2AC14
ENSG00000290615,RAB6C-AS1
ENSG00000211778,TRAV4
ENSG00000272690,LINC02018
ENSG00000275993,LOC102724428
ENSG00000278175,GLIDR
ENSG00000126453,BCL2L12
ENSG00000213085,CFAP45
ENSG00000293636,LOC101929555
ENSG00000112706,IMPG1
ENSG00000237594,TIAM1-AS1
ENSG00000163170,BOLA3
ENSG00000152128,TMEM163
ENSG00000084710,EFR3B
ENSG00000159399,HK2
ENSG00000091656,ZFHX4
ENSG00000101307,SIRPB1
ENSG00000206557,TRIM71
ENSG00000129204,USP6
ENSG00000185686,PRAME
ENSG00000102383,ZDHHC15
